Title,Price,Area,Location,Description,URL
Chính chủ cần bán CCMN 9tầng 48p cho thuê - dòng tiền 280tr/tháng - 150m² 56tỷ - trung tâm Mỹ Đình,56 tỷ,"149,8 m²","·
Hà Nội","Bán tòa chung cư mini dòng tiền cao Mỹ Đình, Từ Liêm. Địa chỉ: Số 36 ngõ 33 Phú Mỹ, Từ Liêm, Hà Nội. Diện tích: 149.8m². Mặt tiền: 15m siêu rộng, cực hiếm. Quy mô: 9 tầng 48 phòng (1N1K & Studio). Ô tô vào tận nhà lợi thế lớn, tăng giá trị khai thác & thanh khoản. Dòng tiền hiện tại: ~280 triệu/tháng (full phòng, vận hành ổn định). Điểm mạnh đầu tư: - Mặt tiền 15m cực hiếm, dễ khai thác, tăng giá trị tài sản. - Tòa nhà quy mô lớn tối ưu công năng...",
"Bán CHDV Gò Vấp, ngang 6.4x18m, gần ga T3 sân bay 10p, thực thu 100tr/tháng chỉ hơn 21 tỷ TL",21 tỷ,112 m²,"·
Hồ Chí Minh","Chính chủ xây tâm huyết cần tiền gấp xử lý việc bán nhanh tòa CHDV cao cấp - 17 phòng studio full nội thất xịn - sát bên chợ Phạm Văn Bạch, Emart2 gần nhà ga T3, sân bay chỉ 10 phút. Đường trước nhà 8m có lề thông khắp ngã Với diện tích sử dụng: 112m², ngang 6.4m dài 18m, Kết cấu 6 tầng gồm 17 phòng studio cao cấp Tòa có thang máy PCCC rất chuẩn chỉnh, camera an ninh, khóa vân tay, hệ thống quản lý từ xa an tâm vận hành, đầu tư lâu dài. Tòa nhà x...",
"Bán nhà riêng ngõ 269 lạc long quân 17 tỷ, 80m2, 5PN, 4WC, pháp lý đầy đủ, giá F0 cực chất",17 tỷ,80 m²,"·
Hà Nội","Nhà riêng tại  ngõ 269 lạc long quân, Tây Hồ, Hà Nội là một lựa chọn lý tưởng cho những ai tìm kiếm không gian sống thoải mái và tiện nghi. Với diện tích 80m², ngôi nhà được bố trí hợp lý với 5 phòng ngủ và 4 phòng tắm, phù hợp cho gia đình đông thành viên.- Diện tích 80m², 3 tầng thoáng đãng. - 5PN rộng rãi, có ánh sáng tự nhiên. - 4WC tiện nghi, đảm bảo sự riêng tư. - Nội thất cơ bản, dễ dàng tùy chỉnh theo sở thích. - Hướng cửa chính và ban cô...",
"Nhà chính chủ 60m2, MT 5m, ngã tư Khuất Duy Tiến-TDH, gần ga Metro, BigC, Vincom,Vinhomes,công viên","23,5 tỷ",60 m²,"·
Hà Nội","Thực sự chính chủ, bán gấp, thương lượng mạnh, nhà DT 60m² tại ngã tư Khuất Duy Tiến - Trần Duy Hưng, gần ga Metro, Big C, TTTM Vincom, TT Hội nghị QG, Vinhomes, Công viên hồ điều hòa Nhân Chính,... Mặt tiền 5m, đất vuông vức, cách ngã tư Khuất Duy Tiến - Trần Duy Hưng 10m (nhà trong ngõ cách đường chính 10m) đỗ xe vỉa hè đường chính thoải mái, ngõ ôtô tránh rộng 6m thông tứ tung. Bên hông và sau nhà là khoảng trống rộng 80cm, nên có thể tạm coi ...",
Nhà mặt đường nhựa 16m xây kiên cố 4 tầng thang máy 450kg gần nhiều tiện ích liền kề Phú Mỹ Hưng,"17,5 tỷ",90 m²,"·
Hồ Chí Minh",- Căn nhà mặt tiền đường 16m view thông thoáng nhìn về Phú Mỹ Hưng sát bên công viên bờ sông. - Diện tích 5x18m xây 4 tầng kiên cố tường 20 trang bị thang máy 450kg. - 4 phòng ngủ 5 toilet phòng thờ sân thượng full công năng đầy đủ nội thất. - Gần nhà có nhiều siêu thị ngân hàng trường học đầy đủ tiện ích. - Pháp lý hoàn công đầy đủ hỗ trợ khách có nhu cầu vay.,
"Nhà 161D/100 Lạc Long Quân, Q. 11. Sau trường Nguyễn Văn Phú và chợ Giáo xứ Bình Thới. Hẻm xe tải","3,6 tỷ","25,2 m²",Hồ Chí Minh,"Bán nhà 161D/100 Lạc Long Quân, P. 3, Q. 11. Hẻm xe tải, thích hợp kinh doanh, buôn bán, tiệm nail... Giá 3,6 tỷ, sổ hồng riêng. - Diện tích 25,2m² (2 * 12m). - Vị trí: Hẻm xe tải, ngay trường học Nguyễn Văn Phú, nhà thờ Giáo xứ Bình Thới. - Tiện ích xung quanh: Bách hóa xanh, công viên Đầm Sen, chung cư Bình Thới...",
"NHÀ PHÂN LÔ | 5 TẦNG 32M2 | 7,5 TỶ | TRUNG TÂM NGÃ TƯ VĨNH HƯNG - LĨNH NAM - Ô TÔ ĐỖ CỔNG - TẶNG NT","7,5 tỷ",32 m²,Hà Nội,"NHÀ PHÂN LÔ | 5 TẦNG 32M2 | 7,5 TỶ | TRUNG TÂM NGÃ TƯ VĨNH HƯNG - LĨNH NAM - Ô TÔ ĐỖ CỔNG - TẶNG FULL NỘI THẤT. Chỉ cách ngã tư Lĩnh Nam  Vĩnh Hưng và phố Vĩnh Hoàng mới 150m. * Cách mặt phố Vĩnh Hưng chỉ 30m, ngõ rộng, ô tô đỗ cổng. * Diện tích: 32m, xây dựng 5 tầng kiên cố, khung cột chắc chắn. * Trước nhà có sân rộng thoáng vĩnh viễn, * Thiết kế hiện đại (Cầu thang cuối): Tối ưu diện tích sử dụng, phòng ốc rộng rãi. * Công năng : * Tầng 1: Phò...",
"Bán 4,5 tỷ nhà lô góc 2 mặt tiền hẻm 6m cách Đoàn Nguyễn Tuấn 100m gần chợ Hưng Long 2 tầng 189m2","4,5 tỷ","189,1 m²",Hồ Chí Minh,"Chính chủ chào bán căn góc 2 mặt tiền hẻm 6m thông, cách đường Đoàn Nguyễn Tuấn chỉ 100m. Diện tích 189,1m², nhà 2 tầng mới xây 3 năm, thiết kế hiện đại, sân vườn rộng thoáng, phù hợp an cư hoặc mở văn phòng.* Giá bán: 4 tỷ 500 triệu*Nhà thực, có sao đăng vậy, không ảo, thông số và thông tin xác thực tế. * Thông số:- Diện tích đất công nhận: 189,1m² (ngang 11,5m x dài 16,5m).- Thổ cư (ONT): 100,2m².- Diện tích sàn xây dựng: 136,8m².- Kết cấu: 1 t...",
"Tin chuẩn! P. Thái Thịnh, ngõ thông, 25m ô tô tránh, sát phố, mới đẹp, ở/ cho thuê, sổ CC, 31m2*5T","8,7 tỷ",31 m²,Hà Nội,"- Bán nhà riêng phố Thái Thịnh, phường Thịnh Quang (phường Đống Đa mới), Hà Nội. Diện tích sổ 31m², 5 tầng, giá chỉ 8.7 tỷ (Chủ thiện chí bán). - Khu vực còn ít nhà bán, nhà mới đẹp trong tầm giá và khu vực. Từ nhà ra ô tô dừng đỗ chỉ 25m, rất gần mặt phố lớn. Ngõ thông, đi đâu cũng tiện. Khách mua về ở, tích sản, cho thuê kinh doanh nhỏ lẻ cực tiện. - Khu vip trung tâm, tiện ích, an sinh không thiếu gì. Khách ở là mê! - Thiết kế trẻ trung, hiện ...",
Quá rẻ chỉ 7 tỷ - Hẻm xe hơi Quận 7,7 tỷ,56 m²,Hồ Chí Minh,"Nhà BTCT 1 trệt 2 lầu ban công thoáng mát khu dân trí Phú Thuận Huỳnh Tấn Phát.Vị trí: Huỳnh Tấn Phát, Phú Thuận. Ban công thoáng, không gian xanh mát, ở rất dễ chịu.Diện tích: 4.3m x 14m. 56m². Kết cấu: 1 trệt, 2 lầu, BTCT kiên cố, vào ở ngay.* Phòng khách. * Bếp. * 4 phòng ngủ. * 3 WC. * Ban công thoáng mát.Tiện ích xung quanh: Gần Công an phường Phú Thuận. Gần văn phòng công ty. Gần công viên, trường học. Khu dân trí, tiện ích đầy đủ.Giá bán: ...",
Biệt thự Kiều Đàm - 5 tầng - giá rẻ nhất khu - 10 tỷ 4,"10,4 tỷ",50 m²,Hồ Chí Minh,"Duy nhất trong làng biệt thự khu dân cư Kiều Đàm, chỉ 10 tỷ 4 với 5 tầng - thích hợp đầu tư sinh lời.+ Kết cấu: 1 trệt 3 lầu, sân thượng. + Diện tích ngang to 4m² bao gồm 5 phòng ngủ, 6 vệ sinh khép kín, sân thượng, phòng thờ, giếng trời. + Hẻm tải tránh, ô tô bỏ trong nhà, thẳng 1 trục. + Pháp lý: Sổ hồng chính chủ, hoàn công đầy đủ. Liên hệ: 0963 096 *** Châu. Xin cảm ơn quan tâm.",
"2,3tỷ hiếm có nhà 3 tầng đúc BTCT, nhà mới MT 6m, không quy hoạch. 5 phút đi chuyển tới BV, đại học","2,3 tỷ","11,3 m²",Hồ Chí Minh,"Hiếm có khó tìm, căn duy nhất đúc BTCT 3 tầng mới 100%.+ Vị trí ngay trung tâm P10 Tân Bình.+ Cách bệnh viện Tân Phú, đại học Văn Hiến, sân bay Tân Sơn Nhất 5 phút đi chuyển.+ Thuận tiện đi chuyển quận 5,10,11, Tân Phú.+ Nhà được kết cấu 3 tầng đúc thật bê tông cốt thép. Gồm 2 phòng ngủ, ban công, khách, bếp, sân phơi. 2 WC.+ Tuy diện tích nhỏ, nhưng chiều ngang 6m cộng ban công nên ngôi nhà vô cùng thoáng, sáng.+ Cách mặt đường Âu Cơ khoảng 70m,...",
"Bán nhà đường Số 2 Hiệp Bình Phước, ngay chợ Bình Triệu, Đại học Luật, gần sát Vạn Phúc City","10,5 tỷ",105 m²,Hồ Chí Minh,"Bán nhà đất, đường Số 2 Hiệp Bình Phước, gần cầu Ông Dầu, chợ Bình Triệu, Phạm Văn Đồng, Đại học Luật, khu đô thị Vạn Phúc City.- DT: 105 m², sổ mới. - Nhà 2 tầng, 3PN, PK, bếp, sân để xe. - Giá chỉ 100tr/m², thỏa thuận tốt cho khách hàng đầu tư nhanh lẹ. - Gần ngay chợ Bình Triệu, Đại học Luật nên phù hợp mua ở gia đình, hoặc cho con đi học, phù hợp làm nhà phố, xây CH mini hoặc đầu tư lâu dài. - Nhà đang cho thuê, dòng tiền ổn định! - Tương lai...",
Nhà mới đẹp - Dọn vào ở ngay - Bao sang tên - 5 tầng - Tặng full nội thất - Chỉ 7.25 tỷ (TL),"7,25 tỷ","36,8 m²",Hồ Chí Minh,"Nhà mới đẹp - Dọn vào ở ngay - Bao sang tên - Tặng full nội thất - Chỉ 7.25 tỷ (TL). * Diện tích cực đẹp, ngang lớn 4m x 10m. CN 36.8m² * Kết cấu 5 tầng BTCT. * Công năng 4 phòng ngủ, 1 phòng khách, tiện nghi. * Tiện ích tương lai mặt tiền Bờ kè sông Vàm Thuật nối dài bờ kè Xuyên Tâm Bình Thạnh, nhà ngay Đại lộ Dương Quảng Hàm, Nguyễn Thái Sơn, Phan Văn Trị, Lê Quang Định, Nguyễn Văn Nghi, Sân bay TSN... * Tặng full nội thất cao cấp chỉ sách vali...",
"Bán nhà riêng tại Lạc Long Quân, 15 tỷ, 212 m2, giá siêu hời, view đẹp, hẻm xe hơi 6m thông Âu Cơ",15 tỷ,212 m²,Hồ Chí Minh,"Nhà riêng tại Đường Lạc Long Quân, Phường Hòa Bình, Hồ Chí Minh (Quận 11, Hồ Chí Minh cũ) là một lựa chọn lý tưởng cho những ai đang tìm kiếm không gian sống rộng rãi và thoải mái. Với diện tích 212 m², căn nhà 3 tầng này có 6 phòng ngủ và 4 phòng tắm, là nơi lý tưởng cho gia đình đông thành viên.+ 6 phòng ngủ rộng rãi, phù hợp cho cả gia đình lớn. + 4 phòng tắm tiện, giúp tiết kiệm thời gian sinh hoạt hàng ngày. + Nội thất cơ bản, và nhiều đồ dù...",
"Bán nhà 1 trệt, 1 lầu, diện tích 138.5m2, cách biển chỉ 100m",9 tỷ,"138,5 m²",Khánh Hòa,"Nha Trang - Khánh Hoà. Căn nhà cách biển chỉ 100m, đối diện khu đô thị Mipeco. Diện tích: 138,5m² - full đất ở đô thị, ngang 5.11m. Kết cấu: 1 trệt, 1 lầu - 4 phòng ngủ, 4 wc, sân đỗ ô tô rộng rãi. Đường hẻm vào nhà rộng 5m, cách đường chính Tô Hiệu chỉ 1 căn nhà. Cách chợ, trường học, UBND chỉ 500m, xung quanh khu vực kinh doanh nhà hàng, buôn bán tấp nập, gần Viện Hải Dương Học, Cảng Vinpearl. Căn nhà đầy đủ tiện nghi với nội thất có sẵn phù hợ...",
"BÁN NHÀ GẦN LÊ VĂN QUỚI, P.BTĐ, Q.BT, 4x12, HXH 5M, NHỈNH 5 TỶ XÍU XIU GIÁ TỐT TRONG TUẦN NÀY",5 tỷ,48 m²,Hồ Chí Minh,"Tôi, Chính chủ cần bán căn nhà giá đang rất tốt trong khu vực Lê Văn Quới, phù hợp khách mua ở hoặc cho thuê giữ tiền.Ngôi nhà do chủ là kiến trúc sư thiết kế, chủ xây tâm huyết từng viên gạch nền móng, kết cấu 2 tầng kiên cố, nhà mới đẹp, tặng nội thất nên vào ở ngay rất tiện.Không gian bên trong thoáng, sáng, bố trí hợp lý, mang lại cảm giác ấm cúng, dễ chịu. Hẻm xe hơi 5m thông thoáng, di chuyển thuận tiện ra các trục chính.Vị trí sát Ngã tư B...",
"Chính chủ bán nhà Trường Thọ, hẻm rộng - giá tốt và ưu tiên khách mua","6,1 tỷ","71,5 m²",Hồ Chí Minh,"Diện tích 71,5 (ngang 5m40 - nở hậu 5m67) - 1 trệt- 1 lầu, 3PN, 2WC - Nhà đang ở, dọn vào ngay hoặc cải tạo tùy ý - Khu dân cư yên tĩnh, sạch sẽ - Chính chủ - Thông tin chuẩn - Hạn chế đăng lại sai thông tin Pháp lý chuẩn, công chứng nhanh Giá: 6,1 tỷ (Thương lượng thêm) Liên hệ chính chủ: 0765 030 *** (A. Tiến) Gọi trước 30p để xem nhà",
CẦN BÁN NHÀ GẤP CHÍNH CHỦ liên hệ qua zalo hoặc sdt 0797 498 ***,"1,53 tỷ","125,32 m²",An Giang,"Khu dân cư ổn định, gần trục chính Trần Hưng Đạo Diện tích: 125m (5,1  24,6m)nhà trong hẻm oto không vào được. Kết cấu: 2PN  phòng khách  toilet  Nhà thoáng, đất dài đẹp, thuận tiện ở lâu dài",
NHÀ HẺM XE TẢI NGUYỄN GIA TRÍ 64M 4 TẦNG 16 TỶ,16 tỷ,64 m²,Hồ Chí Minh,"Nguyễn Gia Trí, P. Thạnh Mỹ Tây (Bình Thạnh)* Dt: 64m (4x16), vuông đẹp * Kc: 4 tầng, 4PN, 3WC * Hẻm xe tải, gần nhiều trường ĐH  LH: 0908 244 *** Chiêu Anh",
Bán nhà 5 tầng cuối Trinh Văn Bô,"6,15 tỷ",30 m²,Hà Nội,"Bán nhà 5 tầng cuối Trịnh Văn Bô  Nhà mới chưa  bóc tem Tầng 1 : khách + bếp Tầng 2,3,4 : 1 PN + 1 VS Tầng 5: phòng thờ + sân phơi Gần chợ dân sinh, đi  bộ ra trường tiểu học, trung học Cách đường oto chỉ 10m, ngõ thông",
Đường Nguyễn Văn Quá Q12 Duện Tích : 3 x 17 Nhà Cấp 4 Hẻm xe Hơi Giá 3ty4 Còn TL Lh: 0909 677 ***,"3,4 tỷ",40 m²,Hồ Chí Minh,Đường Nguyễn Văn Quá Q12  Duện Tích : 3 x 17 Nhà Cấp 4 Sạch Sẽ  Hẻm xe Hơi Vị Trí Đẹp Cách gò vấp chỉ 500m  Giá 3ty4 Còn TL  Lh: 0909 677 ***Thanh Hiền,
"Chính chủ bán gấp nhà riêng tại Phan Kế Bính, dòng tiền cho thuê 1,2 tỷ/năm",39 tỷ,65 m²,Hà Nội,"Nhà dân xây kiên cố 9 Tầng + 1 Tum, có hệ thống báo cháy. Dòng tiền 1,2 tỷ/năm cho bên thứ 3 thuê lại. Vị trí đắc địa: Quá hiếm và đỉnh nóc Ngõ 3 Phan Kế Bính thông sang ngõ 70 Linh Lang, nhà ngõ rộng ôtô tránh, ngủ trong nhà, sau 2 nhà ra mặt phố Linh Lang. Nơi kinh doanh nhà hàng sầm uất và sinh sống của người Nhật, Hàn về tối. Cho thuê căn hộ Apartment luôn kín phòng. Gần Lotte Liễu Giai, Đại sứ quán Nhật, Úc, Đào Tấn, Metropolis, Hồ Tây... Kh...",
"Bán gấp Nhà riêng 120m2, 6x20m 10,5 tỷ tại Đường Số 3, Bình Hưng Hòa, Quận Bình Tân, TP.HCM","10,5 tỷ",120 m²,Hồ Chí Minh,"Nhanh tay sở hữu Nhà riêng tại Đường Số 3, Phường Bình Hưng Hòa, Hồ Chí Minh, trước đây Quận Bình Tân, Hồ Chí Minh với diện tích 120m² và giá chỉ 10,5 tỷ VND. Nhà có 2 tầng, thiết kế hiện đại, phù hợp cho gia đình.  + Diện tích: 120m²  ngang 6m x 20m + Số tầng: 2   + Hướng cửa chính: Tây   + Chiều ngang mặt tiền: 6m   + Chiều rộng ngõ trước: 10m   + Pháp lý: đầy đủ   + Nhà còn mới trống suốt tiện thiết kế lại phòng ngủ theo ý hoặc làm kho Chứa hà...",
"CHÍNH CHỦ CẦN BÁN NHÀ CẤP 4 +ĐẤT VƯỜN,RỘNG 338,5m.CÓ SẴN CÂY ĂN TRÁI.GẦN TRƯỜNG HỌC","2,29 tỷ","388,5 m²",Khánh Hòa,"Cần bán nhà cấp 4 cũ nằm trong hẻm, khu vực yên tĩnh, phù hợp để ở lâu dài hoặc đầu tư xây mới. Thông tin chi tiết: 		Diện tích thổ cư: 200m 		Đất trồng cây lâu năm: 188,5m (đã có sẵn nhiều cây ăn trái) 		Tổng diện tích sử dụng: 388,5m Kết cấu nhà: 		2 phòng ngủ 		1 phòng khách 		1 phòng bếp 		Hiên nhà rộng rãi, thoáng mát Ưu điểm nổi bật: 		Không gian xanh, có sẵn vườn cây  thích hợp nghỉ dưỡng, làm nhà vườn 		Hẻm yên tĩnh, khu dân cư thân thiện...",
Thanh lý siêu phẩm mới full nội thất sát chợ Nhị Thiên Đường - SHR nhà như hình,Giá thỏa thuận,35 m²,Hồ Chí Minh,"- Thanh lý gấp siêu phẩm 2 MT Đường Bùi Minh Trực ngay chợ Nhị Thiên Đường - Quận 8. - Nhà đẹp như hình. - Sổ hồng riêng. - Mua ở rất đẹp, giá chỉ 990tr thương lượng. - Nhà 1 trệt 3 lầu 1 thượng. - DTSD 150m² CN 35m². - Gọi nhanh 0907 485 *** gặp Huy đi xem nhà ngay.",
Bán căn nhà hẻm 40 Phan Đăng Lưu Vũng Tàu,"13,5 tỷ",76 m²,Bà Rịa Vũng Tàu (Hồ Chí Minh mới),"Bán căn nhà 1 trệt 1 lầu 1 tum đường Phan Đăng Lưu Phường 3 Tp. Vũng Tàu. Vị trí đẹp khu dân cư ổn định khu dân trí cao ngay sau lưng trung tâm thương mại siêu thị chợ Vũng Tàu gần biển Bãi Trước đi lại thuận tiện. Nhà mới xây đc 2 năm. DT 4,2 x 18m. Pháp lý. Sổ hồng. Hướng Tây Bắc. Giá bán. 13,5 tỷ. Có thương lượng. LH 0938 386 ***. Gặp Tỉnh. Chính chủ.",
NHÀ ĐẸP TẶNG FULL NỌI THẤT.NGANG HIẾM 8M. 4 TẦNG 4 PHÒNG NGỦ. SỔ HỒNG. DỌN VÀO Ở NGAY. GIÁ 9.4 TỶ,"9,4 tỷ",42 m²,Hồ Chí Minh,NHÀ MỚI VIP ĐẸP NGAY NAM LONG. NGANG 8m . 4 TẦNG 4 PHÒNG NGỦ. SỔ HỒNG. DỌN VÀO Ở NGAY. GIÁ 9.4 TỶ ( Còn thương lượng ) - Nhà đẹp mới sửa dọn vào ở ngay  - Diện tích : Ngang 8 m dài 5.5m - Kết cấu : 4 TẦNG 4 phòng ngủ  - Pháp lý : Sổ hồng  - Tặng Full Nội thất  - Ô tô ngủ trong nhà  - Cạnh trường học các cấp  - Di chuyển qua  bệnh viện quận 7 khoảng 2 phút  Giá chỉ 9.4 tỷ ( còn thương lượng ) Alo : 0962 670 *** ( Tuấn ),
Giá tốt nhất Gia Thụy 15.9 tỷ nhà 97m2 xây 60m2 7 tầng còn lại làm sân vườn cơ hội có 102,"15,9 tỷ",97 m²,Hà Nội,"Bán nhà Gia Thuỵ Bồ Đề diện tích 97m² mặt tiền 6m. Xây 7 tầng thang máy mới full nội thất 5 sao như hình. Diện tích xây dựng nhà 60m² còn lại 37m² làm sân vườn. Sát oto tránh 15m dừng đỗ, 50M ra mặt phố Nguyễn Văn Cừ, khu vực dân tri cao an ninh tốt, hàng xóm văn minh, Giá chào 15.9 tỷ có thương lượng nhẹ.Mô tả chi tiết: Tầng 1: Sân tiểu cảnh, phòng khách, phòng ăn. Tầng 2: Phòng khách, karaoke sang chảnh. Tầng 3.4: Mỗi tầng 1 ngủ master đẹp. Tần...",
Phân lô quân đội Phạm Tuấn Tài/ Nghĩa Đô- 55m2 x 5 tầng- hơn 20 tỷ- vỉa hè 2.5m- đường ô tô tránh,"20,9 tỷ",55 m²,Hà Nội,"Phân lô quân đội Phạm Tuấn Tài/ Nghĩa Đô - 55m² x 5 tầng - hơn 20 tỷ - vỉa hè 2.5m - đường ô tô tránh 8m. Liên hệ 0376 134 *** xem nhà trực tiếp.Vị trí: - Khu phân lô quân đội Phạm Tuấn Tài, Đặng Thuỳ Trâm, Hoàng Quốc Việt rộng và đẹp nhất phố, trung tâm phường Nghĩa Tân (Nghĩa Đô mới). - Khu nhà phân lô ô tô vòng quanh đường rộng 6m ô tô tránh đỗ trước nhà, thông tứ tung, vỉa hè 2.5m, dừng, đỗ 24/7. - Khu vực quân đội dân trí cao, an ninh tuyệt đố...",
Cần bán Gấp căn nhà 827 Triệu Sổ hồng riêng full thổ cư,Giá thỏa thuận,90 m²,Hồ Chí Minh,"- Tổng 827 triệu (nhà + đất) còn thương lượng nhẹ- Địa chỉ: đường Đoàn Nguyễn Tuấn, Tân Quý Tân, Bình Chánh, TPHCM- Ưu tiên ai xem liền sẽ giảm bớt giá- Nhà 1 trệt 1 lầu với 3 phòng ngủ 3 nhà vệ sinh- Diện tích: 5 x 18 = 90m²- Khu dân cư hiện hữu, tiện ích xung quanh đây đủ- Đường trước nhà ô tô đường nhựa 5m, hỗ trợ khách thuê lại 10tr/thang- Hỗ trợ góp lâu dài",
"Chính chủ bán nhà mới 1 trệt 1 lầu - 3PN - ngay Ngã Tư Gò Mây, Bình Tân - 3,95 tỷ","3,95 tỷ",70 m²,Hồ Chí Minh,"Chính chủ cần bán căn nhà mới xây, vị trí đẹp ngay ngã tư Gò Mây, kế bên Trường THCS Bình Hưng Hoà, sát chợ dân sinh khu vực đông đúc, tiện ở hoặc đầu tư. Địa chỉ: Số 67/11/12/10 đường Nguyễn Thị Tú, phường Bình Tân, TP Hồ Chí Minh. Diện tích: 5x14m (70m²). Mặt tiền: 5m. Kết cấu: 1 trệt 1 lầu, 3 phòng ngủ, 2 WC. Hẻm trước nhà rộng 4m, thông thoáng, xe ra vào thoải mái. Nhà mới, thiết kế hiện đại, dọn vào ở ngay. - Ưu điểm nổi bật: Ngay trục QL1A,...",
